receipt_id,desserts,meats,juices,paper_goods,frozen_foods,snack_foods,canned goods,beer_wine_spirits,dairy,breads,produce
124,0,0,1,0,0,1,0,0,0,0,0
125,0,0,1,1,1,1,0,1,1,1,0
126,0,1,0,1,1,1,0,1,0,0,0
127,1,1,0,0,0,0,0,0,0,0,1
128,0,1,0,0,0,0,0,0,0,0,1
129,0,0,0,1,0,1,0,1,0,0,0
130,1,0,0,1,0,0,0,0,1,0,1
131,0,0,0,0,0,1,0,1,0,0,0
132,0,0,0,0,1,0,0,0,0,0,1
133,0,0,0,1,1,1,0,1,0,0,0
134,0,0,1,1,0,0,0,1,0,0,0
135,1,1,0,1,0,0,0,0,0,0,1
136,0,1,0,0,1,1,0,1,0,0,0
137,0,0,0,0,0,0,0,0,0,0,1
138,1,0,0,0,0,1,0,0,0,1,0
139,0,0,0,0,1,0,0,0,0,0,0
140,0,0,1,0,0,0,1,0,0,0,1
141,1,1,0,1,0,1,0,0,0,0,1
142,0,0,0,0,0,0,0,0,0,0,1
143,0,0,0,1,1,1,0,1,0,0,1
144,0,0,1,1,0,0,0,1,0,0,0
145,0,0,0,0,1,0,0,0,0,0,0
146,1,1,0,0,1,1,0,1,0,0,1
147,1,0,0,1,0,0,0,0,0,0,0
148,1,0,1,1,0,0,0,0,0,0,0
149,0,1,1,0,0,0,0,1,0,0,1
150,0,0,0,1,1,0,0,1,0,0,0
151,0,1,0,0,1,1,0,1,0,0,0
152,0,1,1,0,0,1,1,0,1,0,1
153,1,1,0,0,0,0,0,1,0,0,0
154,1,0,0,0,0,1,1,1,0,1,1
155,1,0,0,1,0,0,0,1,0,1,0
156,0,0,0,0,1,1,0,1,0,0,0
157,1,0,0,1,0,0,0,0,0,1,0
158,1,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,1,0
160,0,1,0,1,1,1,0,1,0,0,1
161,1,1,0,1,0,1,0,0,1,0,0
162,0,0,1,1,0,1,0,0,0,0,0
163,1,0,0,1,0,1,0,0,0,0,0
164,1,0,1,1,0,0,0,0,1,0,0
165,1,0,0,0,1,1,0,1,0,0,0
166,0,0,0,0,0,0,0,1,0,0,0
167,0,0,0,1,1,0,0,0,0,1,0
168,0,1,1,0,0,0,0,0,0,1,1
169,0,0,1,0,1,1,0,1,0,0,1
170,0,0,0,0,0,0,0,1,0,0,1
171,0,1,0,1,1,1,0,1,0,0,0
172,0,1,0,0,0,0,0,1,0,0,0
173,0,1,0,0,0,0,0,1,0,0,1
174,1,0,0,1,1,0,0,0,0,0,1
175,0,0,0,1,0,0,0,1,0,0,0
176,1,0,1,0,0,0,0,0,0,0,0
177,1,1,0,0,0,0,0,0,0,1,1
178,1,0,1,0,1,1,0,1,0,1,0
179,0,1,0,0,0,0,0,0,1,0,1
180,1,1,0,1,0,0,0,0,0,0,0
181,0,0,0,0,1,1,0,1,0,0,1
182,0,0,0,0,0,0,0,0,0,0,1
183,1,0,0,0,0,0,0,1,0,0,0
184,0,0,1,1,1,0,0,1,1,0,0
185,1,0,0,1,0,0,0,0,0,0,1
186,1,0,0,1,1,1,0,0,1,0,0
187,1,1,0,1,0,0,0,0,1,0,1
188,0,0,0,0,0,0,0,0,1,0,0
189,0,1,0,1,0,0,0,0,0,0,0
190,0,1,0,1,1,1,0,1,0,0,0
191,1,1,0,1,0,1,0,0,0,0,0
192,1,0,0,1,0,0,0,0,0,0,0
193,0,0,0,0,0,1,0,0,0,0,0
194,0,1,0,0,1,0,0,0,1,1,1
195,0,1,0,0,0,0,0,0,0,0,0
196,1,0,0,1,0,0,0,0,0,0,0
197,0,1,0,0,0,0,0,0,1,0,0
198,1,1,1,1,0,0,0,1,0,1,1
199,1,1,0,0,1,1,0,1,0,0,0
200,0,0,0,0,0,0,0,0,0,1,1
201,0,0,0,0,0,0,0,0,1,0,0
202,0,1,0,0,1,1,0,1,0,0,1
203,0,0,0,0,1,0,0,0,0,0,0
204,0,0,1,1,0,0,0,1,0,0,0
205,0,1,1,1,0,0,0,0,0,1,0
206,0,0,1,1,0,0,0,0,0,1,0
207,0,0,0,0,0,0,0,0,0,0,1
208,1,0,0,1,1,0,0,0,0,0,1
209,0,1,0,0,0,0,0,0,0,0,0
210,0,0,0,1,1,1,0,1,1,1,1
211,0,0,1,0,0,1,0,0,0,1,0
212,0,0,0,1,0,0,0,0,0,0,1
213,1,1,0,1,0,0,0,0,0,1,0
214,1,0,0,1,1,0,0,0,0,0,1
215,0,0,1,1,1,0,0,0,0,0,0
216,0,0,0,0,1,0,0,0,0,0,0
217,0,0,0,0,1,1,0,0,0,0,0
218,1,1,1,1,0,1,0,1,1,1,1
219,0,1,1,0,0,0,0,0,1,0,1
220,0,0,0,0,0,0,0,0,0,1,0
221,0,0,0,0,0,0,0,0,0,0,1
222,1,1,0,1,1,0,0,0,1,1,1
223,0,1,0,0,0,0,0,0,1,0,0
224,1,0,1,1,1,1,1,0,1,0,0
225,0,0,0,1,1,1,0,1,0,0,0
226,1,1,1,0,0,0,0,0,1,1,1
227,0,1,0,0,0,0,0,0,0,0,0
228,1,0,1,0,0,1,0,0,0,0,0
229,0,1,0,0,0,0,0,0,1,0,0
230,0,1,0,0,1,1,0,1,0,0,1
231,1,0,0,0,0,0,0,1,0,0,0
232,0,0,0,0,1,0,0,0,0,0,0
233,1,0,0,1,0,0,0,0,0,0,0
234,0,0,1,0,0,0,0,0,0,0,0
235,1,0,1,0,0,0,0,0,0,0,0
236,0,1,0,0,0,0,0,0,0,0,0
237,1,0,0,0,0,0,0,0,0,0,1
238,0,0,1,0,0,0,0,0,0,0,1
239,0,0,0,0,0,1,0,0,0,0,0
240,1,1,0,1,1,1,0,1,0,1,0
241,1,0,0,1,0,0,0,1,0,0,0
242,1,0,0,1,0,0,0,0,0,0,0
243,0,0,0,1,0,0,0,0,0,0,0
244,0,1,0,1,0,0,0,0,0,0,0
245,0,0,1,0,1,0,0,1,0,0,0
246,1,0,1,0,0,1,1,1,1,1,0
247,1,1,0,0,0,1,1,1,1,1,0
248,0,0,1,1,0,0,0,1,0,1,0
249,1,0,1,0,1,1,0,1,0,1,0
250,1,0,0,1,0,0,0,0,1,1,0
251,0,0,1,1,0,0,0,1,0,0,0
252,1,1,0,0,1,1,0,0,1,0,1
253,0,0,0,0,0,0,0,0,1,0,0
254,1,1,1,1,0,0,1,0,0,0,1
255,1,0,0,1,0,0,0,1,0,0,0
256,0,0,0,1,0,0,0,0,0,0,1
257,0,1,0,0,0,1,0,0,0,0,1
258,0,1,0,0,0,1,0,0,0,0,0
259,0,0,1,0,0,1,0,0,1,0,1
260,1,0,0,1,0,1,0,0,0,0,1
261,0,0,0,1,1,1,0,0,1,0,0
262,0,0,1,0,0,0,0,0,1,0,0
263,0,1,0,0,0,0,0,0,0,0,0
264,0,0,0,1,1,1,0,1,0,0,0
265,0,0,0,0,0,0,0,0,0,1,0
266,1,0,1,1,0,0,0,0,0,1,1
267,1,0,0,0,1,1,0,1,0,0,0
268,0,1,1,0,1,1,0,1,0,1,0
269,0,0,0,0,0,0,0,1,0,0,0
270,0,0,0,0,0,1,0,1,0,0,0
271,1,1,0,1,1,1,0,1,0,1,0
272,1,0,0,1,0,0,0,0,0,0,1
273,1,0,0,0,0,1,0,0,0,1,0
274,0,0,1,0,0,0,1,1,1,0,0
275,0,0,1,0,0,1,0,1,1,0,1
276,0,1,1,0,0,1,1,0,0,1,0
277,0,1,0,0,0,0,0,0,0,0,1
278,1,1,0,1,1,0,0,0,0,0,1
279,0,1,0,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0,1
281,0,0,0,0,1,1,0,1,0,0,0
282,0,1,1,0,0,0,0,0,0,0,0
283,0,0,0,1,0,0,0,0,0,1,0
284,0,0,0,1,0,0,0,1,0,1,0
285,1,1,0,0,1,1,0,0,0,0,0
286,0,1,0,0,0,1,0,0,0,0,0
287,0,0,1,0,0,0,0,0,0,1,0
288,0,0,0,1,0,0,0,1,0,0,1
289,0,0,0,0,0,0,0,0,1,0,0
290,0,0,1,1,0,0,0,1,0,0,0
291,1,1,0,1,0,0,0,0,1,0,1
292,1,0,1,1,1,0,0,1,0,0,1
293,0,1,1,0,0,0,0,0,0,1,1
294,0,1,0,0,1,1,1,1,1,1,0
295,0,0,0,0,0,0,0,0,0,0,1
296,1,0,0,0,0,1,0,0,0,0,0
297,1,1,0,1,0,0,0,0,0,0,0
298,0,0,0,0,1,1,0,0,1,0,1
299,0,0,0,0,0,0,0,1,0,0,0
300,0,1,0,0,0,0,1,1,1,0,0
301,0,0,1,1,0,0,0,0,1,0,0
302,0,0,1,0,0,0,1,1,1,0,0
303,0,0,0,0,0,1,0,0,0,0,0
304,0,0,1,0,1,1,0,1,0,0,1
305,0,1,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,1,0
307,0,1,0,1,1,1,0,0,0,0,0
308,1,0,0,0,0,1,0,0,0,0,0
309,0,0,0,1,0,0,0,1,0,0,0
310,1,0,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,1,0,0,0,0,0
312,0,0,0,1,1,1,0,1,1,0,0
313,1,0,0,1,0,0,0,0,1,0,0
314,1,0,0,0,0,1,0,1,0,0,0
315,1,0,0,1,1,1,1,1,0,1,0
316,0,0,0,0,0,0,0,0,0,0,1
317,0,0,0,1,1,1,0,1,1,0,0
318,0,1,1,0,0,0,0,0,0,0,0
319,1,0,0,0,1,1,0,1,0,0,0
320,0,1,1,0,0,0,0,0,0,0,1
321,0,0,0,0,0,0,0,0,0,1,0
322,1,0,0,0,0,0,0,1,0,0,0
323,0,0,0,0,0,1,0,1,0,0,0
324,0,0,0,1,0,0,0,0,0,0,1
325,1,0,1,0,1,0,0,1,0,1,1
326,0,1,0,0,0,1,0,0,0,1,0
327,0,1,0,0,1,1,0,1,0,1,1
328,0,1,0,0,0,0,0,0,1,0,1
329,0,0,0,0,1,1,0,1,0,0,1
330,1,1,1,1,1,1,1,1,1,0,1
331,0,0,0,0,1,1,0,1,0,1,0
332,0,1,0,0,0,0,0,0,0,1,0
333,0,0,0,0,1,1,0,0,0,0,0
334,0,0,1,1,0,0,0,0,0,0,1
335,0,0,0,0,1,1,0,1,0,0,0
336,0,0,0,0,0,0,0,0,1,0,0
337,0,1,0,1,0,0,0,0,0,0,1
338,0,1,0,1,1,1,1,1,0,1,1
339,0,1,0,0,0,0,0,0,1,0,1
340,0,0,1,0,0,0,1,1,1,0,0
341,0,1,0,0,1,0,0,0,0,0,1
342,0,0,0,0,0,0,0,0,0,1,0
343,1,1,1,0,0,0,0,0,0,0,0
344,0,0,1,0,0,1,0,1,0,0,0
345,0,0,0,0,1,1,0,1,0,1,0
346,0,1,1,1,1,1,0,1,0,1,1
347,0,0,0,0,0,1,0,0,0,0,1
348,0,0,0,0,0,0,0,1,0,0,0
349,1,0,0,1,0,0,0,0,0,0,1
350,0,0,1,0,1,1,0,1,1,0,0
351,1,1,0,0,1,0,1,0,0,0,0
352,0,0,0,0,1,1,0,1,1,0,0
353,0,1,0,0,0,0,0,0,0,0,0
354,0,0,0,1,0,0,0,1,0,0,1
355,0,1,0,0,0,0,0,0,1,0,0
356,0,0,0,1,1,1,0,1,0,0,1
357,0,1,0,1,0,0,0,1,1,1,1
358,1,0,1,0,0,0,0,0,0,0,0
359,1,0,0,1,0,0,0,0,0,0,0
360,0,0,0,0,1,1,0,0,0,0,0
361,1,0,0,1,0,0,0,0,1,0,0
362,0,1,0,0,0,1,0,1,0,0,1
363,0,1,0,0,0,0,0,0,1,0,0
364,0,0,0,0,0,1,0,0,0,0,1
365,0,0,0,1,0,1,0,1,0,0,0
366,0,0,0,0,0,0,0,0,0,1,0
367,1,0,0,0,0,0,1,0,0,0,0
368,1,0,0,1,0,0,0,0,0,1,0
369,0,0,0,0,0,0,0,0,0,1,0
370,0,0,0,1,0,0,0,1,0,0,0
371,1,1,0,1,0,0,1,1,1,0,1
372,0,0,1,0,1,1,0,1,0,0,0
373,1,1,1,1,0,0,0,0,0,1,0
374,0,0,0,0,1,0,0,0,0,0,0
375,0,0,0,1,1,1,1,0,1,1,0
376,0,1,0,0,1,0,0,0,0,0,1
377,1,0,0,0,1,0,0,0,0,0,0
378,0,1,1,0,1,1,1,1,0,0,1
379,0,0,0,0,1,0,0,1,0,1,1
380,1,1,1,1,0,0,0,1,0,1,0
381,0,0,0,1,1,1,0,1,0,0,1
382,0,0,0,1,1,1,0,1,0,0,0
383,0,0,0,1,1,1,0,0,1,1,1
384,0,1,0,0,0,0,0,0,1,0,1
385,1,0,0,0,1,0,0,1,0,0,0
386,1,0,0,1,0,0,1,1,0,0,0
387,1,1,1,1,0,0,1,1,0,1,1
388,1,1,1,1,0,0,0,0,0,0,1
389,0,1,0,0,0,0,0,0,0,0,0
390,1,0,0,1,0,0,0,0,0,1,0
391,0,1,1,0,1,0,0,1,1,0,1
392,0,1,0,1,1,0,0,1,0,1,0
393,1,1,0,0,1,0,0,0,0,0,0
394,1,1,0,1,1,1,0,0,1,0,1
395,0,0,0,0,1,0,0,1,0,0,0
396,0,1,1,1,0,0,0,1,0,0,1
397,0,1,0,0,0,0,0,0,1,0,1
398,0,0,0,0,0,1,0,0,0,0,0
399,1,0,0,1,0,0,0,0,1,0,0
400,1,0,0,1,0,0,0,0,0,0,0
401,0,0,0,1,1,0,0,0,0,1,0
402,0,0,0,0,0,0,0,0,0,1,0
403,0,0,1,1,0,0,0,1,0,0,0
404,0,1,0,0,1,1,0,1,0,0,0
405,1,0,0,1,0,0,0,0,0,0,1
406,1,0,1,1,0,0,0,0,1,0,0
407,0,0,0,1,0,0,0,1,0,0,0
408,0,0,0,0,0,1,0,0,0,0,0
409,0,0,0,0,0,0,0,0,1,0,1
410,1,1,0,0,1,1,0,1,0,0,1
411,0,1,0,0,0,0,0,0,0,0,0
412,0,1,1,0,0,0,0,0,0,1,1
413,0,0,0,0,0,1,0,0,0,0,1
414,1,0,1,1,1,0,0,1,0,0,0
415,1,1,0,0,0,0,0,0,1,0,1
416,1,0,0,1,1,0,0,0,0,0,0
417,1,0,0,1,0,0,0,0,1,1,0
418,0,0,0,0,1,1,1,1,0,0,0
419,0,0,0,1,0,0,0,1,0,1,0
420,0,0,0,0,1,0,0,1,0,0,0
421,0,0,1,0,0,0,0,1,0,0,1
422,0,0,0,0,0,1,0,1,0,0,0
423,1,0,0,0,1,0,0,0,0,0,0
424,0,0,1,1,0,0,0,0,0,0,1
425,1,0,1,0,0,0,0,0,0,0,0
426,0,0,1,1,0,0,0,1,0,1,0
427,0,0,1,1,0,0,0,0,0,0,0
428,1,1,0,0,0,0,0,0,0,0,1
429,0,1,0,0,1,1,0,1,0,0,0
430,0,0,0,0,1,0,0,0,0,0,1
431,1,1,0,1,0,0,0,0,0,1,1
432,1,0,0,1,0,0,0,0,0,0,0
433,1,0,0,0,0,1,0,0,0,0,0
434,0,0,0,1,1,1,0,1,0,0,0
435,0,1,0,1,1,1,0,1,0,0,0
436,0,0,0,0,1,0,0,0,0,1,0
437,0,0,0,0,0,1,0,0,0,0,0
438,1,0,1,0,1,0,0,0,1,1,0
439,0,1,0,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,1,0,1
441,0,0,0,1,1,1,0,1,0,0,0
442,0,1,1,1,0,0,0,0,1,1,0
443,0,0,1,0,1,0,0,0,0,0,0
444,0,0,0,1,0,0,0,1,0,0,1
445,1,0,0,1,0,0,0,1,1,1,0
446,0,0,0,0,0,1,0,0,0,0,0
447,0,0,0,0,0,0,0,0,1,0,0
448,0,0,1,0,0,0,0,0,0,0,1
449,0,0,0,0,0,0,0,0,1,0,1
450,0,0,0,0,0,1,0,0,0,0,0
451,0,1,0,0,0,1,0,0,0,0,0
452,0,1,1,0,1,1,0,0,1,0,1
453,1,1,1,1,0,0,0,1,0,1,0
454,0,0,0,0,0,1,0,0,0,0,0
455,1,0,0,1,0,0,0,0,0,0,0
456,1,0,0,1,0,0,0,1,0,0,0
457,0,0,0,0,0,0,0,0,0,0,1
458,0,0,0,0,0,1,0,0,1,0,1
459,1,1,0,0,0,0,0,0,0,1,0
460,0,0,0,0,1,1,0,1,0,0,1
461,0,0,0,0,0,1,0,0,0,0,0
462,0,1,0,0,0,0,0,0,1,0,1
463,0,0,1,0,0,1,0,0,0,0,0
464,1,0,0,1,1,0,0,0,0,0,1
465,1,0,0,1,0,0,0,0,0,0,1
466,1,0,1,1,0,1,1,1,0,1,0
467,0,0,0,1,1,1,0,1,1,0,0
468,0,0,1,0,0,0,0,0,1,0,0
469,0,0,0,1,0,0,1,0,0,0,0
470,1,0,0,0,1,1,0,1,0,0,0
471,1,0,0,1,0,0,0,0,0,0,0
472,0,1,0,0,0,0,0,0,0,0,1
473,0,0,0,0,1,0,0,0,0,0,1
474,0,0,0,0,0,0,0,0,1,0,0
475,0,1,0,0,1,0,0,1,0,0,1
476,0,0,0,1,0,0,0,0,0,0,0
477,0,0,0,1,0,0,0,0,0,0,0
478,0,0,0,0,0,1,0,0,0,0,0
479,0,1,1,1,1,0,0,0,0,0,1
480,0,0,0,1,0,1,1,0,1,1,0
481,0,0,0,0,1,1,0,1,0,1,0
482,0,0,0,1,1,0,1,1,0,1,0
483,1,1,1,0,1,1,0,1,0,1,0
484,0,1,0,0,0,1,0,0,0,0,0
485,0,1,0,0,0,0,0,0,0,0,0
486,1,0,1,1,0,1,1,0,0,0,0
487,0,0,0,0,0,0,0,1,0,0,0
488,1,0,0,0,0,1,0,0,1,1,0
489,1,0,1,1,1,0,0,1,0,0,0
490,0,1,0,0,0,1,0,0,0,0,0
491,0,1,1,0,0,0,0,0,0,0,0
492,0,0,1,0,1,1,0,1,0,1,0
493,1,0,0,1,0,0,0,0,1,0,0
494,0,1,1,0,1,0,0,1,0,1,1
495,0,0,1,0,0,0,0,0,1,0,0
496,1,0,1,1,0,0,0,0,0,0,0
497,0,0,1,0,0,0,0,0,0,0,0
498,1,0,0,1,0,1,0,0,0,1,0
499,0,0,0,1,0,0,0,1,0,0,0
500,0,1,0,0,1,1,0,1,0,1,0
501,1,0,0,1,0,0,0,1,1,0,0
502,0,0,1,0,0,0,0,1,1,0,0
503,0,0,0,0,0,0,0,0,1,0,0
504,1,0,0,1,1,0,0,1,0,0,0
505,1,1,0,1,0,0,0,1,0,0,0
506,0,0,1,0,0,0,0,0,0,1,1
507,1,0,1,0,0,0,0,0,0,0,0
508,0,0,1,1,0,1,0,1,0,0,0
509,0,0,0,0,1,1,0,1,1,0,0
510,1,1,0,1,0,0,0,0,0,0,0
511,0,0,1,0,0,0,0,0,0,0,1
512,0,0,0,0,1,1,0,1,0,0,1
513,0,1,0,1,0,0,0,1,1,1,0
514,0,1,1,0,0,0,0,0,0,1,1
515,0,0,1,1,0,0,1,0,0,0,1
516,1,0,0,1,0,0,1,0,0,0,0
517,0,1,0,0,0,0,0,1,1,1,0
518,1,0,0,0,0,1,0,0,0,0,0
519,0,1,0,0,0,0,0,0,0,0,1
520,0,0,0,0,0,0,1,1,0,0,0
521,1,0,0,0,1,1,0,0,0,0,0
522,0,0,0,1,0,0,0,0,1,0,0
523,0,0,1,0,0,0,0,0,0,0,0
524,0,0,0,0,0,0,0,0,1,0,0
525,0,1,0,0,0,0,0,1,0,0,1
526,0,0,0,0,1,1,0,1,0,0,0
527,0,0,1,0,1,0,0,0,0,0,0
528,0,1,1,0,1,0,0,0,0,0,0
529,1,0,0,0,0,0,0,1,0,0,0
530,0,0,0,1,0,1,0,1,0,0,0
531,0,0,1,0,0,0,0,1,1,0,0
532,1,1,1,0,0,0,0,0,0,0,0
533,1,1,0,0,0,0,0,1,1,1,0
534,0,1,0,0,0,0,0,0,0,0,0
535,1,1,1,1,1,1,1,0,1,1,0
536,0,0,0,0,0,0,0,0,1,0,0
537,1,0,0,1,0,1,0,0,0,0,0
538,0,1,0,0,0,0,0,1,1,1,0
539,1,0,1,0,0,0,1,0,1,0,0
540,0,0,0,1,0,0,0,0,1,1,0
541,0,0,0,0,0,0,0,0,1,0,1
542,0,1,0,0,0,1,0,0,0,0,0
543,0,0,0,0,0,1,0,0,0,0,0
544,1,0,0,0,1,0,0,0,0,0,1
545,0,1,0,0,0,0,0,1,0,1,1
546,0,1,0,0,1,1,0,1,0,0,1
547,0,0,1,0,1,1,0,0,0,0,0
548,0,1,0,0,1,0,0,0,0,0,0
549,0,1,0,1,0,0,0,0,0,0,0
550,0,0,0,0,1,1,0,1,0,1,1
551,0,0,0,1,1,1,0,1,0,0,0
552,0,0,0,1,0,0,0,0,0,0,0
553,0,0,0,0,1,1,0,1,1,1,0
554,1,1,0,0,1,1,0,1,0,0,1
555,1,0,0,1,0,0,0,0,0,1,0
556,0,0,0,0,1,1,0,0,0,0,0
557,0,0,0,0,1,1,0,1,0,0,0
558,0,1,1,0,1,0,1,0,1,1,1
559,0,0,1,0,0,1,0,0,0,0,0
560,0,1,0,0,0,1,0,0,0,0,1
561,0,0,1,1,0,0,0,0,0,1,0
562,1,1,0,0,0,0,1,0,0,0,0
563,0,1,0,0,0,0,0,0,0,0,0
564,0,0,0,1,0,1,0,1,0,0,0
565,0,1,0,0,0,0,0,0,1,0,0
566,0,0,0,0,0,1,0,0,0,1,1
567,0,0,1,0,0,0,0,1,0,1,0
568,1,1,1,1,0,0,0,1,0,1,0
569,0,0,1,1,0,1,0,0,0,0,0
570,0,1,1,0,0,0,0,0,0,1,1
571,0,1,0,0,1,0,0,0,1,0,1
572,0,0,1,0,1,1,0,1,0,0,0
573,1,1,0,1,0,1,0,0,0,1,1
574,0,0,0,0,1,0,0,0,1,0,0
575,0,0,0,0,0,0,0,0,1,0,0
576,1,0,1,1,0,0,0,0,0,0,0
577,0,1,1,1,1,1,0,0,0,1,1
578,0,0,0,0,0,0,0,0,1,0,1
