CUSTOMER_ID,CHK_ACCT,DURATION,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
20130014,MEDIUM,12,NO,NO,NO,YES,NO,NO,6468,N/A,UNEMPLOYED,2,NO,YES,NO,NO,NO,<=1Year,NO,YES,52,NO,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130015,LOW,36,NO,NO,YES,NO,NO,NO,6229,<100DM-500DM00DM,<1Year,4,NO,NO,NO,YES,NO,>=4Years,NO,YES,23,NO,YES,NO,2,RESIDENT,1,YES,NO,NO
20130016,MEDIUM,36,NO,NO,NO,NO,NO,YES,1953,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,YES,61,NO,NO,NO,1,MANAGEMENT,1,YES,NO,NO
20130017,MEDIUM,48,NO,NO,NO,NO,NO,YES,14421,<100DM-500DM00DM,[1Year-4Years),2,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,25,NO,NO,YES,1,OFFICIAL,1,YES,NO,NO
20130018,NO_ACCOUNT,36,NO,NO,NO,NO,YES,NO,1819,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,>=4Years,NO,YES,37,YES,NO,NO,1,OFFICIAL,1,YES,NO,NO
20130019,LOW,36,NO,NO,NO,NO,YES,NO,1977,N/A,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,YES,40,NO,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130020,LOW,42,NO,NO,NO,YES,NO,NO,3965,<100DM-500DM00DM,<1Year,4,NO,YES,NO,NO,NO,(2Years-3Years],NO,NO,34,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130021,NO_ACCOUNT,24,NO,NO,NO,YES,NO,NO,5943,N/A,<1Year,1,NO,NO,NO,NO,NO,<=1Year,NO,NO,44,NO,NO,YES,2,OFFICIAL,1,YES,NO,NO
20130022,MEDIUM,36,NO,NO,NO,NO,YES,NO,12612,100DM-500DM,[1Year-4Years),1,NO,YES,NO,NO,NO,>=4Years,NO,YES,47,NO,NO,NO,1,OFFICIAL,2,YES,NO,NO
20130023,LOW,12,NO,NO,NO,NO,NO,NO,1108,<100DM-500DM00DM,[4Years-7Years),4,NO,YES,NO,NO,NO,(2Years-3Years],YES,NO,28,NO,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130024,NO_ACCOUNT,12,NO,NO,NO,YES,NO,NO,797,N/A,>=7Years,4,NO,NO,NO,NO,NO,(2Years-3Years],NO,NO,33,YES,NO,YES,1,RESIDENT,2,NO,NO,NO
20130025,MEDIUM,54,NO,NO,NO,NO,NO,YES,15945,<100DM-500DM00DM,<1Year,3,NO,YES,NO,NO,NO,>=4Years,NO,YES,58,NO,YES,NO,1,OFFICIAL,1,YES,NO,NO
20130026,MEDIUM,24,NO,NO,NO,NO,NO,NO,11938,<100DM-500DM00DM,[1Year-4Years),2,NO,YES,NO,YES,NO,(2Years-3Years],NO,NO,39,NO,NO,YES,2,MANAGEMENT,2,YES,NO,NO
20130027,NO_ACCOUNT,18,YES,NO,NO,NO,NO,NO,6458,<100DM-500DM00DM,>=7Years,2,NO,YES,NO,NO,NO,>=4Years,NO,YES,39,YES,NO,YES,2,MANAGEMENT,2,YES,NO,NO
20130028,NO_ACCOUNT,36,YES,NO,NO,NO,NO,NO,7855,<100DM-500DM00DM,[1Year-4Years),4,NO,NO,NO,NO,NO,(1Year-2Years],YES,NO,25,YES,NO,YES,2,OFFICIAL,1,YES,NO,NO
20130029,LOW,42,NO,NO,NO,YES,NO,NO,7174,N/A,[4Years-7Years),4,NO,NO,NO,NO,NO,(2Years-3Years],NO,NO,30,NO,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130030,LOW,33,NO,NO,YES,NO,NO,NO,4281,500DM-1000DM,[1Year-4Years),1,NO,NO,NO,NO,NO,>=4Years,NO,NO,23,NO,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130031,LOW,21,NO,NO,NO,YES,NO,NO,1835,<100DM-500DM00DM,[1Year-4Years),3,NO,NO,NO,NO,NO,(1Year-2Years],YES,NO,25,NO,NO,YES,2,OFFICIAL,1,YES,NO,NO
20130032,MEDIUM,18,NO,NO,YES,NO,NO,NO,1924,N/A,<1Year,4,NO,NO,NO,NO,NO,(2Years-3Years],YES,NO,27,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130033,MEDIUM,12,NO,NO,NO,NO,NO,NO,639,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,30,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130034,LOW,12,YES,NO,NO,NO,NO,NO,3499,<100DM-500DM00DM,[1Year-4Years),3,NO,NO,NO,YES,NO,(1Year-2Years],YES,NO,29,NO,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130035,LOW,36,NO,NO,NO,NO,YES,NO,6887,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,(2Years-3Years],NO,NO,29,YES,NO,YES,1,OFFICIAL,1,YES,NO,NO
20130036,MEDIUM,12,NO,NO,NO,YES,NO,NO,766,500DM-1000DM,[1Year-4Years),4,NO,YES,NO,NO,NO,(2Years-3Years],YES,NO,66,NO,NO,YES,1,RESIDENT,1,NO,NO,NO
20130037,LOW,18,NO,NO,YES,NO,NO,NO,2462,<100DM-500DM00DM,[1Year-4Years),2,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,22,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130038,LOW,12,NO,NO,YES,NO,NO,NO,1282,<100DM-500DM00DM,[1Year-4Years),2,NO,NO,NO,NO,NO,>=4Years,NO,NO,20,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130039,LOW,18,NO,NO,YES,NO,NO,NO,1131,<100DM-500DM00DM,UNEMPLOYED,4,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,33,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130040,MEDIUM,24,NO,NO,NO,NO,NO,YES,1935,<100DM-500DM00DM,>=7Years,4,YES,NO,NO,NO,NO,>=4Years,YES,NO,31,NO,NO,YES,2,OFFICIAL,1,YES,NO,NO
20130041,LOW,15,YES,NO,NO,NO,NO,NO,950,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,(2Years-3Years],NO,NO,33,NO,YES,NO,2,OFFICIAL,2,NO,NO,NO
20130042,MEDIUM,24,NO,NO,YES,NO,NO,NO,2064,<100DM-500DM00DM,UNEMPLOYED,3,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,34,NO,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130043,LOW,21,NO,NO,NO,NO,YES,NO,3414,<100DM-500DM00DM,<1Year,2,NO,YES,NO,NO,NO,<=1Year,NO,NO,26,NO,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130044,NO_ACCOUNT,30,NO,YES,NO,NO,NO,NO,7485,N/A,UNEMPLOYED,4,NO,NO,NO,NO,NO,<=1Year,YES,NO,53,YES,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130045,NO_ACCOUNT,36,NO,NO,NO,NO,NO,YES,9572,<100DM-500DM00DM,<1Year,1,YES,NO,NO,NO,NO,<=1Year,NO,NO,28,NO,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130046,MEDIUM,36,NO,NO,NO,NO,NO,YES,4455,<100DM-500DM00DM,[1Year-4Years),2,YES,NO,NO,NO,NO,(1Year-2Years],YES,NO,30,YES,NO,YES,2,MANAGEMENT,1,YES,NO,NO
20130047,LOW,21,YES,NO,NO,NO,NO,NO,1647,N/A,[1Year-4Years),4,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,40,NO,NO,YES,2,RESIDENT,2,NO,NO,NO
20130048,MEDIUM,18,YES,NO,NO,NO,NO,NO,884,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,NO,36,YES,NO,YES,1,OFFICIAL,2,YES,NO,NO
20130049,MEDIUM,9,NO,YES,NO,NO,NO,NO,5129,<100DM-500DM00DM,>=7Years,2,NO,NO,NO,NO,NO,>=4Years,NO,YES,74,YES,NO,NO,1,MANAGEMENT,2,YES,NO,NO
20130050,LOW,12,NO,NO,NO,YES,NO,NO,674,100DM-500DM,[4Years-7Years),4,NO,NO,YES,NO,NO,<=1Year,NO,NO,20,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130051,NO_ACCOUNT,24,NO,NO,NO,NO,NO,YES,4591,>=1000DM,[1Year-4Years),2,NO,YES,NO,NO,NO,(2Years-3Years],NO,NO,54,NO,NO,YES,3,MANAGEMENT,1,YES,NO,NO
20130052,MEDIUM,48,NO,NO,NO,NO,NO,YES,3844,100DM-500DM,[4Years-7Years),4,NO,YES,NO,NO,NO,>=4Years,NO,YES,34,NO,NO,NO,1,RESIDENT,2,NO,NO,NO
20130053,MEDIUM,27,NO,NO,NO,NO,NO,YES,3915,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,36,NO,NO,YES,1,OFFICIAL,2,YES,NO,NO
20130054,MEDIUM,45,NO,NO,NO,YES,NO,NO,3031,100DM-500DM,[1Year-4Years),4,NO,YES,NO,NO,YES,>=4Years,NO,NO,21,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130055,MEDIUM,9,NO,NO,NO,NO,YES,NO,1501,<100DM-500DM00DM,>=7Years,2,NO,NO,NO,NO,NO,(2Years-3Years],NO,NO,34,NO,NO,YES,2,MANAGEMENT,1,YES,NO,NO
20130056,MEDIUM,12,NO,NO,YES,NO,NO,NO,951,100DM-500DM,<1Year,4,NO,NO,NO,NO,NO,>=4Years,NO,NO,27,YES,YES,NO,4,OFFICIAL,1,NO,NO,NO
20130057,MEDIUM,18,NO,NO,YES,NO,NO,NO,4297,<100DM-500DM00DM,>=7Years,4,YES,NO,NO,NO,NO,(2Years-3Years],NO,YES,40,NO,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130058,LOW,12,NO,NO,NO,NO,NO,NO,902,<100DM-500DM00DM,[4Years-7Years),4,NO,NO,YES,NO,NO,>=4Years,NO,NO,21,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130059,LOW,27,NO,NO,NO,NO,NO,YES,5293,<100DM-500DM00DM,UNEMPLOYED,2,NO,YES,NO,NO,NO,>=4Years,NO,NO,50,YES,NO,YES,2,OFFICIAL,1,YES,NO,NO
20130060,HIGH,30,NO,NO,NO,NO,NO,YES,1908,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,YES,NO,66,NO,NO,YES,1,MANAGEMENT,1,YES,NO,NO
20130061,MEDIUM,48,NO,NO,NO,YES,NO,NO,10961,>=1000DM,[4Years-7Years),1,NO,YES,NO,YES,NO,(1Year-2Years],NO,YES,27,YES,NO,YES,2,OFFICIAL,1,YES,NO,NO
20130062,LOW,12,NO,NO,YES,NO,NO,NO,7865,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,YES,53,NO,NO,NO,1,MANAGEMENT,1,YES,NO,NO
20130063,NO_ACCOUNT,9,NO,NO,NO,YES,NO,NO,1478,<100DM-500DM00DM,[4Years-7Years),4,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,22,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130064,HIGH,36,NO,NO,NO,YES,NO,NO,4210,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,26,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130065,LOW,24,NO,NO,NO,YES,NO,NO,1823,<100DM-500DM00DM,UNEMPLOYED,4,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,30,YES,NO,YES,1,MANAGEMENT,2,NO,NO,NO
20130066,MEDIUM,6,YES,NO,NO,NO,NO,NO,14555,N/A,UNEMPLOYED,1,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,23,NO,NO,YES,1,UNEMPLOYED,1,YES,NO,NO
20130067,MEDIUM,21,NO,NO,NO,NO,NO,YES,2767,100DM-500DM,>=7Years,4,YES,NO,NO,NO,NO,(1Year-2Years],NO,NO,61,YES,YES,NO,2,RESIDENT,1,NO,NO,NO
20130068,LOW,24,YES,NO,NO,NO,NO,NO,915,N/A,>=7Years,4,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,29,YES,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130069,LOW,48,NO,YES,NO,NO,NO,NO,4605,<100DM-500DM00DM,>=7Years,3,NO,YES,NO,NO,NO,>=4Years,NO,YES,24,NO,NO,NO,2,OFFICIAL,2,NO,NO,NO
20130070,NO_ACCOUNT,18,NO,NO,NO,YES,NO,NO,433,<100DM-500DM00DM,UNEMPLOYED,3,NO,NO,NO,YES,NO,>=4Years,YES,NO,22,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130071,MEDIUM,30,YES,NO,NO,NO,NO,NO,2150,<100DM-500DM00DM,[1Year-4Years),4,NO,NO,NO,NO,YES,(1Year-2Years],NO,YES,24,YES,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130072,LOW,12,NO,NO,NO,YES,NO,NO,2149,<100DM-500DM00DM,[1Year-4Years),4,YES,NO,NO,NO,NO,<=1Year,NO,YES,29,NO,NO,NO,1,OFFICIAL,1,NO,NO,NO
20130073,MEDIUM,15,NO,NO,NO,YES,NO,NO,802,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,(2Years-3Years],NO,NO,37,NO,NO,YES,1,OFFICIAL,2,NO,NO,NO
20130074,LOW,14,YES,NO,NO,NO,NO,NO,8978,<100DM-500DM00DM,>=7Years,1,YES,NO,NO,NO,NO,>=4Years,NO,NO,45,NO,NO,YES,1,MANAGEMENT,1,YES,YES,NO
20130075,MEDIUM,48,NO,NO,NO,YES,NO,NO,3060,<100DM-500DM00DM,[4Years-7Years),4,NO,YES,NO,NO,NO,>=4Years,YES,NO,28,NO,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130076,LOW,30,NO,NO,NO,NO,NO,NO,11998,<100DM-500DM00DM,<1Year,1,YES,NO,NO,NO,NO,<=1Year,NO,YES,34,NO,NO,YES,1,RESIDENT,1,YES,NO,NO
20130077,NO_ACCOUNT,6,NO,NO,YES,NO,NO,NO,4611,<100DM-500DM00DM,<1Year,1,NO,NO,NO,NO,NO,>=4Years,NO,NO,32,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130078,LOW,24,NO,NO,NO,YES,NO,NO,1024,<100DM-500DM00DM,<1Year,4,NO,NO,YES,NO,NO,>=4Years,YES,NO,48,YES,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130079,MEDIUM,36,NO,YES,NO,NO,NO,NO,9398,<100DM-500DM00DM,<1Year,1,NO,NO,YES,NO,NO,>=4Years,NO,NO,28,NO,YES,NO,1,MANAGEMENT,1,YES,NO,NO
20130080,MEDIUM,48,NO,NO,YES,NO,NO,NO,9960,<100DM-500DM00DM,<1Year,1,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,26,NO,NO,YES,1,OFFICIAL,1,YES,NO,NO
20130081,MEDIUM,36,NO,NO,NO,YES,NO,NO,3804,<100DM-500DM00DM,[1Year-4Years),4,NO,NO,NO,NO,NO,<=1Year,NO,NO,42,NO,NO,YES,1,OFFICIAL,1,YES,NO,NO
20130082,HIGH,24,YES,NO,NO,NO,NO,NO,1344,N/A,[4Years-7Years),4,NO,YES,NO,NO,NO,(1Year-2Years],YES,NO,37,YES,NO,YES,2,RESIDENT,2,NO,NO,NO
20130083,NO_ACCOUNT,48,YES,NO,NO,NO,NO,NO,10127,500DM-1000DM,[1Year-4Years),2,NO,YES,NO,NO,NO,(1Year-2Years],NO,YES,44,YES,NO,NO,1,OFFICIAL,1,NO,NO,NO
20130084,LOW,12,NO,NO,NO,YES,NO,NO,727,100DM-500DM,<1Year,4,NO,NO,YES,NO,NO,(2Years-3Years],NO,YES,33,NO,NO,YES,1,RESIDENT,1,YES,NO,NO
20130085,MEDIUM,8,NO,NO,YES,NO,NO,NO,1237,<100DM-500DM00DM,[1Year-4Years),3,NO,NO,NO,NO,NO,>=4Years,YES,NO,24,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130086,MEDIUM,12,YES,NO,NO,NO,NO,NO,685,<100DM-500DM00DM,[4Years-7Years),2,NO,NO,YES,NO,NO,(2Years-3Years],NO,NO,25,YES,NO,YES,1,RESIDENT,1,NO,NO,NO
20130087,LOW,36,NO,NO,YES,NO,NO,NO,2746,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,>=4Years,NO,NO,31,YES,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130088,MEDIUM,30,YES,NO,NO,NO,NO,NO,4249,<100DM-500DM00DM,UNEMPLOYED,4,NO,NO,YES,NO,NO,(1Year-2Years],NO,NO,28,NO,NO,YES,2,MANAGEMENT,1,NO,NO,NO
20130089,LOW,24,NO,NO,NO,YES,NO,NO,1938,<100DM-500DM00DM,<1Year,4,YES,NO,NO,NO,NO,(2Years-3Years],NO,NO,32,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130090,NO_ACCOUNT,18,NO,NO,NO,NO,YES,NO,1864,100DM-500DM,[1Year-4Years),4,NO,NO,NO,NO,NO,(1Year-2Years],YES,NO,30,NO,NO,YES,2,OFFICIAL,1,NO,NO,NO
20130091,MEDIUM,60,YES,NO,NO,NO,NO,NO,7408,100DM-500DM,<1Year,4,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,24,NO,NO,YES,1,MANAGEMENT,1,NO,NO,NO
20130092,NO_ACCOUNT,48,NO,YES,NO,NO,NO,NO,11590,100DM-500DM,[1Year-4Years),2,NO,NO,NO,NO,NO,>=4Years,NO,NO,24,YES,YES,NO,2,RESIDENT,1,NO,NO,NO
20130093,LOW,24,NO,NO,YES,NO,NO,NO,4110,<100DM-500DM00DM,>=7Years,3,NO,YES,NO,NO,NO,>=4Years,NO,YES,23,YES,YES,NO,2,OFFICIAL,2,NO,NO,NO
20130094,LOW,6,NO,NO,YES,NO,NO,NO,3384,<100DM-500DM00DM,[1Year-4Years),1,YES,NO,NO,NO,NO,>=4Years,YES,NO,44,NO,YES,NO,1,MANAGEMENT,1,YES,NO,NO
20130095,LOW,15,NO,NO,NO,NO,NO,NO,1275,N/A,[1Year-4Years),4,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,24,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130096,MEDIUM,9,NO,NO,NO,NO,YES,NO,1136,>=1000DM,>=7Years,4,NO,YES,NO,NO,NO,(2Years-3Years],NO,YES,32,NO,NO,NO,2,OFFICIAL,2,NO,NO,NO
20130097,MEDIUM,9,NO,NO,YES,NO,NO,NO,959,<100DM-500DM00DM,[1Year-4Years),1,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,29,NO,NO,YES,1,OFFICIAL,1,NO,YES,NO
20130098,LOW,12,NO,NO,NO,YES,NO,NO,6199,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,28,NO,YES,NO,2,OFFICIAL,1,YES,NO,NO
20130099,MEDIUM,24,YES,NO,NO,NO,NO,NO,1246,<100DM-500DM00DM,<1Year,4,NO,YES,NO,NO,NO,(1Year-2Years],YES,NO,23,YES,NO,YES,1,RESIDENT,1,NO,NO,NO
20130100,NO_ACCOUNT,36,NO,NO,NO,YES,NO,NO,4463,<100DM-500DM00DM,[1Year-4Years),4,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,26,NO,NO,YES,2,MANAGEMENT,1,YES,NO,NO
20130101,LOW,30,NO,NO,YES,NO,NO,NO,2406,<100DM-500DM00DM,[4Years-7Years),4,NO,NO,NO,NO,NO,>=4Years,YES,NO,23,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130102,LOW,18,NO,NO,YES,NO,NO,NO,2473,<100DM-500DM00DM,UNEMPLOYED,4,NO,YES,NO,NO,NO,<=1Year,NO,NO,25,NO,NO,YES,1,UNEMPLOYED,1,NO,NO,NO
20130103,LOW,36,NO,NO,YES,NO,NO,NO,3446,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,42,NO,NO,YES,1,OFFICIAL,2,NO,NO,NO
20130104,MEDIUM,60,NO,NO,NO,NO,NO,NO,14782,100DM-500DM,>=7Years,3,NO,NO,NO,NO,NO,>=4Years,NO,YES,60,YES,NO,NO,2,MANAGEMENT,1,YES,NO,NO
20130105,LOW,48,NO,NO,NO,NO,NO,YES,7685,<100DM-500DM00DM,[4Years-7Years),2,NO,NO,NO,NO,YES,>=4Years,NO,NO,37,NO,YES,NO,1,OFFICIAL,1,NO,NO,NO
20130106,MEDIUM,36,YES,NO,NO,NO,NO,NO,14318,<100DM-500DM00DM,>=7Years,4,NO,YES,NO,NO,NO,(1Year-2Years],NO,YES,57,NO,NO,NO,1,MANAGEMENT,1,YES,NO,NO
20130107,MEDIUM,18,NO,YES,NO,NO,NO,NO,12976,<100DM-500DM00DM,UNEMPLOYED,3,NO,NO,NO,NO,NO,>=4Years,NO,YES,38,NO,NO,NO,1,MANAGEMENT,1,YES,NO,NO
20130108,MEDIUM,12,YES,NO,NO,NO,NO,NO,1223,<100DM-500DM00DM,>=7Years,1,YES,NO,NO,NO,NO,<=1Year,YES,NO,46,NO,YES,NO,2,OFFICIAL,1,NO,NO,NO
20130109,NO_ACCOUNT,24,NO,NO,NO,NO,NO,YES,8648,<100DM-500DM00DM,<1Year,2,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,27,YES,NO,YES,2,OFFICIAL,1,YES,NO,NO
20130110,MEDIUM,24,NO,NO,NO,YES,NO,NO,2039,<100DM-500DM00DM,<1Year,1,NO,NO,YES,NO,NO,<=1Year,NO,NO,22,NO,NO,YES,1,OFFICIAL,1,YES,NO,NO
20130111,HIGH,12,YES,NO,NO,NO,NO,NO,939,500DM-1000DM,[4Years-7Years),4,NO,NO,YES,NO,NO,(1Year-2Years],YES,NO,28,NO,NO,YES,3,OFFICIAL,1,YES,NO,NO
20130112,NO_ACCOUNT,12,NO,NO,NO,NO,NO,YES,2292,<100DM-500DM00DM,UNEMPLOYED,4,NO,YES,NO,NO,NO,(1Year-2Years],NO,NO,42,YES,NO,YES,2,MANAGEMENT,1,YES,NO,NO
20130113,LOW,24,YES,NO,NO,NO,NO,NO,1381,N/A,[1Year-4Years),4,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,35,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130114,LOW,12,YES,NO,NO,NO,NO,NO,2579,<100DM-500DM00DM,<1Year,4,NO,YES,NO,NO,NO,<=1Year,YES,NO,33,NO,NO,YES,1,RESIDENT,2,NO,NO,NO
20130115,MEDIUM,18,YES,NO,NO,NO,NO,NO,1042,N/A,[1Year-4Years),4,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,33,NO,NO,YES,1,OFFICIAL,1,NO,NO,NO
20130116,MEDIUM,12,NO,NO,YES,NO,NO,NO,2762,N/A,>=7Years,1,NO,NO,NO,NO,NO,(1Year-2Years],NO,NO,25,YES,NO,YES,1,OFFICIAL,1,YES,NO,NO
20130117,LOW,18,NO,NO,NO,NO,NO,NO,1190,<100DM-500DM00DM,UNEMPLOYED,2,NO,NO,NO,NO,NO,>=4Years,NO,YES,55,NO,NO,NO,3,UNEMPLOYED,2,NO,NO,NO
20130118,MEDIUM,24,NO,NO,NO,NO,NO,NO,11328,<100DM-500DM00DM,[1Year-4Years),2,NO,YES,NO,YES,NO,(2Years-3Years],NO,NO,29,YES,NO,YES,2,MANAGEMENT,1,YES,NO,NO
